,index,budget,original_language,popularity,runtime,collection_name,has_collection,num_genres,all_genres,genre_Drama,genre_Comedy,genre_Thriller,genre_Action,genre_Romance,genre_Crime,genre_Adventure,genre_Horror,genre_Science Fiction,genre_Family,genre_Fantasy,genre_Mystery,genre_Animation,genre_History,genre_Music,num_companies,production_company_Warner Bros.,production_company_Universal Pictures,production_company_Paramount Pictures,production_company_Twentieth Century Fox Film Corporation,production_company_Columbia Pictures,production_company_Metro-Goldwyn-Mayer (MGM),production_company_New Line Cinema,production_company_Touchstone Pictures,production_company_Walt Disney Pictures,production_company_Columbia Pictures Corporation,production_company_TriStar Pictures,production_company_Relativity Media,production_company_Canal+,production_company_United Artists,production_company_Miramax Films,production_company_Village Roadshow Pictures,production_company_Regency Enterprises,production_company_BBC Films,production_company_Dune Entertainment,production_company_Working Title Films,production_company_Fox Searchlight Pictures,production_company_StudioCanal,production_company_Lionsgate,production_company_DreamWorks SKG,production_company_Fox 2000 Pictures,production_company_Summit Entertainment,production_company_Hollywood Pictures,production_company_Orion Pictures,production_company_Amblin Entertainment,production_company_Dimension Films,num_countries,production_country_United States of America,production_country_United Kingdom,production_country_France,production_country_Germany,production_country_Canada,production_country_India,production_country_Italy,production_country_Japan,production_country_Australia,production_country_Russia,production_country_Spain,production_country_China,production_country_Hong Kong,production_country_Ireland,production_country_Belgium,production_country_South Korea,production_country_Mexico,production_country_Sweden,production_country_New Zealand,production_country_Netherlands,production_country_Czech Republic,production_country_Denmark,production_country_Brazil,production_country_Luxembourg,production_country_South Africa,num_languages,language_English,language_Français,language_Español,language_Deutsch,language_Pусский,language_Italiano,language_日本語,language_普通话,language_हिन्दी,language_Português,language_العربية,language_한국어/조선말,language_广州话 / 廣州話,language_தமிழ்,language_Polski,language_Magyar,language_Latin,language_svenska,language_ภาษาไทย,language_Český,language_עִבְרִית,language_ελληνικά,language_Türkçe,language_Dansk,language_Nederlands,language_فارسی,language_Tiếng Việt,language_اردو,language_Română,num_Keywords,keyword_woman director,keyword_independent film,keyword_duringcreditsstinger,keyword_murder,keyword_based on novel,keyword_violence,keyword_sport,keyword_biography,keyword_aftercreditsstinger,keyword_dystopia,keyword_revenge,keyword_friendship,keyword_sex,keyword_suspense,keyword_sequel,keyword_love,keyword_police,keyword_teenager,keyword_nudity,keyword_female nudity,keyword_drug,keyword_prison,keyword_musical,keyword_high school,keyword_los angeles,keyword_new york,keyword_family,keyword_father son relationship,keyword_kidnapping,keyword_investigation,num_cast,cast_name_Samuel L. Jackson,cast_name_Robert De Niro,cast_name_Morgan Freeman,cast_name_J.K. Simmons,cast_name_Bruce Willis,cast_name_Liam Neeson,cast_name_Susan Sarandon,cast_name_Bruce McGill,cast_name_John Turturro,cast_name_Forest Whitaker,cast_name_Willem Dafoe,cast_name_Bill Murray,cast_name_Owen Wilson,cast_name_Nicolas Cage,cast_name_Sylvester Stallone,genders_0_cast,genders_1_cast,genders_2_cast,cast_character_Himself,cast_character_Herself,cast_character_Dancer,cast_character_Additional Voices (voice),cast_character_Doctor,cast_character_Reporter,cast_character_Waitress,cast_character_Nurse,cast_character_Bartender,cast_character_Jack,cast_character_Debutante,cast_character_Security Guard,cast_character_Paul,cast_character_Frank,num_crew,crew_name_Avy Kaufman,crew_name_Robert Rodriguez,crew_name_Deborah Aquila,crew_name_James Newton Howard,crew_name_Mary Vernieu,crew_name_Steven Spielberg,crew_name_Luc Besson,crew_name_Jerry Goldsmith,crew_name_Francine Maisler,crew_name_Tricia Wood,crew_name_James Horner,crew_name_Kerry Barden,crew_name_Bob Weinstein,crew_name_Harvey Weinstein,crew_name_Janet Hirshenson,genders_0_crew,genders_1_crew,genders_2_crew,jobs_Producer,jobs_Executive Producer,jobs_Director,jobs_Screenplay,jobs_Editor,jobs_Casting,jobs_Director of Photography,jobs_Original Music Composer,jobs_Art Direction,jobs_Production Design,jobs_Costume Design,jobs_Writer,jobs_Set Decoration,jobs_Makeup Artist,jobs_Sound Re-Recording Mixer,departments_Production,departments_Sound,departments_Art,departments_Crew,departments_Writing,departments_Costume & Make-Up,departments_Camera,departments_Directing,departments_Editing,departments_Visual Effects,departments_Lighting,departments_Actors,log_budget,has_homepage,release_date_year,release_date_weekday,release_date_month,release_date_weekofyear,release_date_day,release_date_quarter,len_title,words_title,len_tagline,words_tagline,len_overview,words_overview,len_original_title,words_original_title,title_oof,tagline_oof,overview_oof,original_title_oof,budget_to_popularity,budget_to_runtime,_budget_year_ratio,_releaseYear_popularity_ratio,_releaseYear_popularity_ratio2,runtime_to_mean_year,popularity_to_mean_year,budget_to_mean_year,budget_to_year,budget_to_mean_year_to_year,popularity_to_mean_year_to_log_budget,year_to_log_budget,budget_to_runtime_to_year,genders_1_cast_to_log_budget,all_genres_to_popularity_to_mean_year,genders_2_crew_to_budget_to_mean_year,overview_oof_to_genders_2_crew,popularity2,rating,totalVotes,imdb_id,title
1151,1151,150000000,10,5.587707,144.0,693,1,3,124,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,15,5,21,4,4,1,2,3,3,1,0,4,1,1,0,2,0,0,15,1,8,1,5,4,1,1,3,2,0,0,18.826145858727198,1,2007,2,6,26,27,2,12,16,21,34,278,405,12,16,15.895858118424478,16.210962688266108,16.248448480116327,15.805667131224057,26844643.070941266,1041666.6666666666,37.23887172176902,359.1813242891941,0.0027841091180866966,1.3704245973645681,0.7417224161571132,5.619460514443428,74738.41554559044,0.002799930500470069,0.03939852701254168,106.60705675291574,519.0167746221558,0.31870570030767037,167.17844479131134,3.737013534666666,0.7737356419103013,5.692,6.7,6171.0,tt0418279,Transformers
1152,1152,22000000,10,7.719173,175.0,1,0,3,704,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,3,0,1,1,1,1,1,1,0,1,0,0,0,0,0,5,1,1,0,2,0,1,1,1,0,0,0,16.906553056777135,0,1977,2,6,24,15,2,16,29,75,118,409,623,16,29,14.988986408062779,16.438538836521243,15.767410320420739,15.216029457994779,2850046.2420002767,125714.28571428571,5.628716071954436,256.11551911066124,0.003904488113302984,1.5843621399176955,1.2026387491636255,3.2509403546480384,11127.97167425392,0.0016443805536914711,0.07113447342724527,116.93690566969255,63.58840956716526,0.05914866245305642,585.3794420723567,3.07603305785124,1.5767410320420738,9.271,7.2,312.0,tt0075784,A Bridge Too Far
1153,1153,8000000,10,8.762536,95.0,1,0,3,547,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,1,2,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,2,1,1,1,1,0,0,0,15.894952224644102,1,2007,4,2,7,16,1,10,17,0,4,218,327,10,17,15.885208328910123,15.234259975359302,15.762841628359467,15.795100610709039,912977.7041714863,84210.52631578948,1.986073158494348,229.04328153402165,0.004365987045341306,0.904099560761347,1.163155006800408,0.29970456077031615,3986.0488290981566,0.000149329626691737,0.07317763465793944,126.26650093910162,41.95840872734902,0.12582610955565682,470.272660825044,16.683096136904762,3.1525683256718935,4.891,6.9,68.0,tt0466816,Hallam Foe
1154,1154,27000000,10,9.848674,117.0,1,0,3,98,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,1,10,2,1,1,1,1,1,1,1,3,1,1,0,1,0,0,4,1,5,0,1,1,1,1,1,0,0,0,17.11134746100564,0,1983,4,7,30,29,3,5,9,44,63,140,219,5,9,15.885208328910123,15.77696906944642,16.23634329541057,15.795100610709039,2741485.808140263,230769.23076923078,6.866229821867111,201.34690213119043,0.004966552697932426,1.141257225433526,1.5420346703024652,4.854433582825027,13615.73373676248,0.002448025003946055,0.09011766453907537,115.88800966837819,116.37379262190156,0.17532225365866594,63.552397288692354,2.0599725651577505,1.6236343295410571,6.646,5.9,203.0,tt0085811,Krull
1155,1155,3200000,10,6.726389999999999,105.0,1,0,3,540,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,7,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,10,5,1,1,1,1,2,1,3,0,1,1,0,0,0,0,10,4,1,0,1,1,2,1,1,1,0,0,14.978661680269907,1,2010,5,9,36,11,3,9,13,29,48,132,208,9,13,15.894895331155096,16.59590866130719,15.206303903196382,15.819619577639722,475738.10022909765,30476.190476190477,0.792059602485087,298.822994206402,0.003346462686567164,0.9630222739845683,0.963554712225441,0.13489960920135258,1592.039800995025,6.711423343350875e-05,0.06432849160981105,134.19089387989843,15.162283819000237,0.4673314712235268,560.4248447426587,74.12919918154762,1.520630390319638,7.8629999999999995,6.9,502.0,tt1532503,Beginners
1156,1156,300000,10,1.6879009999999999,88.0,1,0,1,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,12.611541086966115,0,2005,4,7,29,22,3,10,14,0,4,144,202,10,14,15.894895331155096,15.32465290415605,15.949585847493106,15.819619577639722,177735.5425466304,3409.090909090909,0.07462640157710462,1187.8658760199799,0.0008418458852867829,0.7842290035106669,0.20906743354177812,0.008668984408283965,149.62593516209478,4.3236829966503565e-06,0.016577469168922342,158.9813636711016,1.7002947177510768,0.0,3061.213260993651,115.35376612794613,15.949585847493106,2.802,7.3,40.0,tt0436613,Murderball
1157,1157,3500000,24,6.261686,96.0,1,0,2,219,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,1,0,1,1,0,0,0,1,0,0,2,0,0,0,0,1,1,0,2,1,2,0,1,0,0,0,0,15.068273812173887,0,2012,3,10,41,11,4,13,23,24,37,493,755,3,7,15.34267853676349,15.49130494966273,15.421915541684339,15.815873135034133,558954.8885076639,36458.333333333336,0.8645937496294598,321.3192101935485,0.0031121699801192845,0.9061390923506758,0.7646780129263515,0.12627647709754447,1739.5626242544731,6.276166853754695e-05,0.050747552271618306,133.52557997548962,18.120444002650764,0.06636460237350378,286.39505294772033,0.0,0.0,2.715,6.8,66.0,tt2371486,A Company Man
1158,1158,90000000,10,10.338222,106.0,408,1,3,404,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,4,10,3,2,1,1,0,0,1,0,0,1,1,0,0,0,0,7,1,2,5,4,1,1,1,0,7,0,0,18.31532023940565,1,2013,2,8,32,7,3,30,46,41,63,179,273,30,46,16.091866857723073,15.883587815168545,16.54910793628911,16.194923769581226,8705558.847546512,849056.6037735849,22.21032735801493,194.71433289012367,0.005135728763040239,0.9736807817589577,1.2103758483645282,3.3202496623455233,44709.38897168406,0.0016494037070767626,0.0660854318976301,109.90798815895144,421.78668841211373,0.3821936995095182,333.7806190910772,3.0118217052797474,1.6549107936289111,14.04,5.9,2883.0,tt1854564,Percy Jackson: Sea of Monsters
1159,1159,32000000,10,9.796961999999999,93.0,1,0,3,800,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,13,0,0,0,0,0,0,0,1,0,0,0,0,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,11,3,3,1,0,1,1,1,1,1,1,1,1,1,0,0,7,2,3,0,1,3,1,1,1,1,0,0,17.281246492014,1,2011,2,3,13,30,1,11,18,23,36,472,713,11,18,15.905415460716224,15.619054037809592,16.543292350703364,15.815873135034133,3266318.681240164,344086.0215053763,7.912720712362464,205.2677146241866,0.004871686723023371,0.8877598152424941,1.3354636362240142,1.1734257554055683,15912.481352560915,0.0005835036078595566,0.07727820078494674,116.36892054802426,171.1019500275367,0.23146478477975985,599.0428928952176,9.374261600554435,1.5039356682457603,15.958,7.2,4185.0,tt0945513,Source Code
1160,1160,13000000,10,15.295948999999998,125.0,1,0,1,658,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,0,0,0,1,0,0,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,3,10,10,2,1,3,1,2,1,1,1,1,1,0,1,0,0,15,1,3,0,6,1,1,1,1,0,0,0,16.380459992348886,0,2006,3,3,11,16,1,14,24,0,4,141,220,14,24,15.0270859518253,15.335128819343156,16.339312975593657,15.360474103382776,849898.2312244896,104000.0,3.2305874003115282,131.14583475664048,0.007625099202392821,1.1610853092153508,2.208772476060487,0.48117742362282445,6480.558325024926,0.00023986910449791846,0.13484190780308844,122.46298339222331,51.844466600199404,0.0,297.9030240242729,20.782354925775977,1.6339312975593656,4.966,6.6,206.0,tt0419749,Find Me Guilty
1161,1161,0,10,4.249695,94.0,1,0,2,734,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,1,0,1,0,1,0,2,1,0,0,0,0,0,1,0,1,6,3,1,2,1,4,2,1,0,0,0,0.0,0,1927,4,9,38,23,3,29,48,47,75,120,190,29,48,15.254534443044252,15.496148465158758,15.877986439681736,15.538051898822784,0.0,0.0,0.0,453.4443060031367,0.0022053425012973533,1.0804597701149425,1.907674925022995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,384.76157041858295,0.0,1.5877986439681737,7.606,8.0,287.0,tt0018455,Sunrise: A Song of Two Humans
1162,1162,3400000,10,5.101153,94.0,1,0,2,581,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,1,0,1,4,1,0,1,1,0,1,0,0,0,0,0,1,1,1,0,4,0,1,1,1,0,0,0,15.039286283703994,0,1977,6,12,51,25,4,12,19,53,84,280,407,12,19,15.804491558144873,16.107375580788364,16.386722395659955,15.825311631180192,666515.9817790213,36170.21276595745,0.8698924838475037,387.5594399932721,0.0025802493677288822,0.8510288065843622,0.7947540835284137,0.5024180548092423,1719.777440566515,0.0002541315401159546,0.052845199468646284,131.45570625530303,18.29550468687782,0.13298503414800508,731.0437430161733,17.91336898395722,1.8207469328511061,7.155,6.5,133.0,tt0076141,High Anxiety
1163,1163,19000000,10,1.418221,93.0,1,0,3,748,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.759949589762293,0,1993,2,11,47,24,4,14,21,81,127,254,390,14,21,16.322789903628426,16.124013084196775,16.411088028844457,16.620500060788117,13397065.760554949,204301.0752688172,4.783425380704014,1405.2816874097903,0.0007116011038635223,0.8827118644067796,0.2240195760703738,1.560346091802317,9533.3667837431,0.0007829132422490302,0.0133663633575136,118.9144388129551,102.50932025530216,0.0,3338.993909019015,0.6408834586466166,16.411088028844457,1.442,5.6,16.0,tt0107719,The Nutcracker
1164,1164,30000000,10,6.34785,105.0,1,0,3,21,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,1,23,2,2,1,1,1,3,1,0,2,1,1,0,1,2,3,15,12,6,4,2,6,2,2,2,2,1,0,17.216707972959764,1,1993,3,11,45,11,4,20,30,28,50,417,616,20,30,16.608288837120416,16.528467467708822,16.580372632932413,16.64856561260927,4726009.593799476,285714.28571428574,7.552776916901076,313.96457068141183,0.0031850727546412446,0.9966101694915254,1.002694690008343,2.4637043554773426,15052.684395383843,0.0012361788035511001,0.05823962929400652,115.7596448246766,143.35889900365567,0.17424933992675853,20.94356358845908,9.335535714285715,0.7208857666492353,7.468999999999999,6.3,362.0,tt0108333,The Three Musketeers
1165,1165,16000000,10,7.404835,124.0,1,0,2,271,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,16.588099342704055,0,2007,1,10,41,9,4,8,12,8,12,186,283,10,20,15.906796102537603,15.289697072885946,15.008532474059976,15.806374221426175,2160750.3745863345,129032.25806451614,3.972146316988696,271.03912511217334,0.003689504235176881,1.1800878477306003,0.9829313003428343,0.5994091215406323,7972.097658196313,0.000298659253383474,0.05925520941464322,120.99035329703031,64.29111014674446,0.06028418201147499,275.7059419162647,0.0,0.0,4.053,7.1,46.0,tt0881200,Assembly
1166,1166,1250000,10,14.605464000000001,92.0,1,0,3,626,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,2,12,1,0,1,0,1,0,1,1,2,0,2,3,1,3,0,1,5,3,1,3,7,1,3,3,1,0,0,14.038654909278163,0,1953,0,1,5,26,1,7,11,59,90,437,660,7,11,15.894895331155096,15.609043752105464,15.507361784600393,15.819619577639722,85584.40868431157,13586.95652173913,0.32772194706687546,133.7170801283684,0.007478476190476191,0.9650349650349651,1.4437885627207845,0.6238043749480163,640.0409626216078,0.000319408282103439,0.1028437960795363,139.11589198686409,6.956966985017476,0.2849275821543555,433.5814925838713,19.2368,1.2922801487166995,7.4239999999999995,6.8,141.0,tt0046126,Niagara
